"Qubit","T1 (us)","T2 (us)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","RX error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","CZ error ","RZZ error ","Gate time (ns)","Operational"
"85","257.6782562942317","283.35973939821906","0.003173828125","0.00634765625","0","2600","0.0001760845112668624","0.0001760845112668624","0","0.0001760845112668624","0.0001760845112668624","85_77:0.003735127646768477;85_86:0.009941104682061996;85_84:0.005898737949044441","85_77:0.003586228325143992;85_86:0.004966850456171734;85_84:0.0027169140799664926","85_77:68;85_86:68;85_84:68","true"
"86","151.03599015262503","181.01344719352528","0.009033203125","0.0048828125","0.01318359375","2600","0.000245907304005837","0.000245907304005837","0","0.000245907304005837","0.000245907304005837","86_85:0.009941104682061996;86_87:0.024404733960828734","86_85:0.004966850456171734;86_87:1","86_85:68;86_87:168","true"
"87","206.99585594445324","350.285663620226","0.00537109375","0.00732421875","0.00341796875","2600","0.000232330147182948","0.000232330147182948","0","0.000232330147182948","0.000232330147182948","87_86:0.024404733960828734;87_88:0.00900667975305569;87_97:0.006674083246746537","87_86:1;87_88:1;87_97:0.006456239455090829","87_86:168;87_88:108;87_97:84","true"
"88","225.32383554047212","275.2849190636691","0.00634765625","0.0087890625","0.00390625","2600","0.00020866548242631913","0.00020866548242631913","0","0.00020866548242631913","0.00020866548242631913","88_87:0.00900667975305569;88_89:0.001233075083265256","88_87:1;88_89:0.0014699825911915765","88_87:108;88_89:68","true"
"89","257.6065987971384","264.77855147149864","0.002197265625","0.00439453125","0","2600","0.00010259029627163856","0.00010259029627163856","0","0.00010259029627163856","0.00010259029627163856","89_90:0.001664443180959041;89_88:0.001233075083265256;89_78:0.00146297613828697","89_90:0.005056555545201846;89_88:0.0014699825911915765;89_78:0.0029982354594400296","89_90:68;89_88:68;89_78:68","true"
"90","348.2084118203325","131.66748464842925","0.001953125","0.00341796875","0.00048828125","2600","0.000311352103078835","0.000311352103078835","0","0.000311352103078835","0.000311352103078835","90_89:0.001664443180959041;90_91:0.0017511377690899166","90_89:0.005056555545201846;90_91:0.0014836255430379919","90_89:68;90_91:68","true"
"91","155.90435042052852","226.6328616732528","0.004150390625","0.00439453125","0.00390625","2600","0.00015646987893908147","0.00015646987893908147","0","0.00015646987893908147","0.00015646987893908147","91_98:0.0013182090326790408;91_90:0.0017511377690899166;91_92:0.00424199508555223","91_98:0.0024024994825059542;91_90:0.0014836255430379919;91_92:0.0033054526569037956","91_98:68;91_90:68;91_92:68","true"
"92","239.86840861728095","411.0876731864722","0.029541015625","0.02587890625","0.033203125","2600","0.0002524682582083081","0.0002524682582083081","0","0.0002524682582083081","0.0002524682582083081","92_91:0.00424199508555223;92_93:0.0011078619096865638","92_91:0.0033054526569037956;92_93:0.003973122241270749","92_91:68;92_93:68","true"
"93","217.63142627532235","353.7423511262737","0.01123046875","0.01123046875","0.01123046875","2600","0.00018792295413085574","0.00018792295413085574","0","0.00018792295413085574","0.00018792295413085574","93_94:0.0017662060365311316;93_79:0.006784030426817911;93_92:0.0011078619096865638","93_94:0.0012369495972162636;93_79:0.003463497418567385;93_92:0.003973122241270749","93_94:68;93_79:68;93_92:68","true"
"94","196.5402594086313","226.9163737837055","0.01025390625","0.009765625","0.0107421875","2600","0.00020219395308907975","0.00020219395308907975","0","0.00020219395308907975","0.00020219395308907975","94_93:0.0017662060365311316;94_95:0.0016693713417589018","94_93:0.0012369495972162636;94_95:0.0013016195604233505","94_93:68;94_95:68","true"
"95","322.69360500665704","510.81418291305215","0.004150390625","0.0068359375","0.00146484375","2600","0.00014687859322040325","0.00014687859322040325","0","0.00014687859322040325","0.00014687859322040325","95_99:0.0013160961439901142;95_94:0.0016693713417589018","95_99:0.0020975613306367102;95_94:0.0013016195604233505","95_99:68;95_94:68","true"
"96","249.0736257746177","31.15208061497947","0.00634765625","0.00927734375","0.00341796875","2600","0.00013620740946688282","0.00013620740946688282","0","0.00013620740946688282","0.00013620740946688282","96_83:0.004975428304172247;96_103:0.0034126730933725924","96_83:1;96_103:0.0043696835600475215","96_83:68;96_103:68","true"
"97","111.7472068495207","196.71612835325885","0.0048828125","0.0087890625","0.0009765625","2600","0.0002238060815121659","0.0002238060815121659","0","0.0002238060815121659","0.0002238060815121659","97_87:0.006674083246746537;97_107:0.0030161313136159718","97_87:0.006456239455090829;97_107:0.0035392209428561916","97_87:84;97_107:68","true"
"98","297.5782524599616","489.68231868578226","0.0029296875","0.0048828125","0.0009765625","2600","0.00010332397529443739","0.00010332397529443739","0","0.00010332397529443739","0.00010332397529443739","98_91:0.0013182090326790408;98_111:0.0016069364846993672","98_91:0.0024024994825059542;98_111:0.0031970281382845134","98_91:68;98_111:68","true"
"99","360.1632910448537","350.13003494984576","0.00341796875","0.005859375","0.0009765625","2600","0.0002917431596850852","0.0002917431596850852","0","0.0002917431596850852","0.0002917431596850852","99_115:0.0015598802902705156;99_95:0.0013160961439901142","99_115:0.005469109645970943;99_95:0.0020975613306367102","99_115:68;99_95:68","true"
"100","224.00246798457545","154.61820494284387","0.0029296875","0.0048828125","0.0009765625","2600","0.0002411563135741392","0.0002411563135741392","0","0.0002411563135741392","0.0002411563135741392","100_101:0.001472367418555831","100_101:0.0031629961558719555","100_101:68","true"
"101","241.12051996388854","274.56433093295726","0.0029296875","0.00537109375","0.00048828125","2600","0.00016608347059595134","0.00016608347059595134","0","0.00016608347059595134","0.00016608347059595134","101_100:0.001472367418555831;101_116:0.002561056017955532;101_102:0.001919085128380127","101_100:0.0031629961558719555;101_116:0.0030359633451117474;101_102:0.003332470369260432","101_100:68;101_116:68;101_102:68","true"
"102","142.28732726097718","219.99627704785743","0.01025390625","0.01953125","0.0009765625","2600","0.00025584639968543346","0.00025584639968543346","0","0.00025584639968543346","0.00025584639968543346","102_101:0.001919085128380127;102_103:0.0016296536492342029","102_101:0.003332470369260432;102_103:0.007654548170369119","102_101:68;102_103:68","true"
"103","121.98879130413258","202.30434768555145","0.005126953125","0.00830078125","0.001953125","2600","0.00024536300614398865","0.00024536300614398865","0","0.00024536300614398865","0.00024536300614398865","103_104:0.0021503758450589217;103_96:0.0034126730933725924;103_102:0.0016296536492342029","103_104:0.0019453409324585724;103_96:0.0043696835600475215;103_102:0.007654548170369119","103_104:68;103_96:68;103_102:68","true"
"104","178.27100840621767","287.54418640053734","0.007080078125","0.01416015625","0","2600","0.0005095271894242618","0.0005095271894242618","0","0.0005095271894242618","0.0005095271894242618","104_103:0.0021503758450589217;104_105:0.0015919780301341113","104_103:0.0019453409324585724;104_105:0.005384484183076105","104_103:68;104_105:68","true"
"105","174.72581391755762","158.00781893486095","0.012939453125","0.02587890625","0","2600","0.00010810520258046634","0.00010810520258046634","0","0.00010810520258046634","0.00010810520258046634","105_104:0.0015919780301341113;105_106:0.001730928126230713;105_117:0.0025002382036361237","105_104:0.005384484183076105;105_106:0.0032562054448750655;105_117:0.004298056518626581","105_104:68;105_106:68;105_117:68","true"
"106","259.0501635038139","227.7480782046006","0.0107421875","0.015625","0.005859375","2600","0.0003259818700525083","0.0003259818700525083","0","0.0003259818700525083","0.0003259818700525083","106_107:0.002641692603566115;106_105:0.001730928126230713","106_107:0.005492908375074657;106_105:0.0032562054448750655","106_107:68;106_105:68","true"
"107","183.36925766112338","160.15604851972125","0.005126953125","0.01025390625","0","2600","0.0001958477088657317","0.0001958477088657317","0","0.0001958477088657317","0.0001958477088657317","107_106:0.002641692603566115;107_108:0.0046688816423733626;107_97:0.0030161313136159718","107_106:0.005492908375074657;107_108:0.0035617779510937475;107_97:0.0035392209428561916","107_106:68;107_108:68;107_97:68","true"
"108","230.7177185919973","24.366806018410923","0.010498046875","0.0146484375","0.00634765625","2600","0.00031997350405774995","0.00031997350405774995","0","0.00031997350405774995","0.00031997350405774995","108_107:0.0046688816423733626;108_109:0.0013277098331725412","108_107:0.0035617779510937475;108_109:1","108_107:68;108_109:68","true"
"109","450.0953920834575","79.93144234097656","0.007568359375","0.0146484375","0.00048828125","2600","0.00018978145327784392","0.00018978145327784392","0","0.00018978145327784392","0.00018978145327784392","109_108:0.0013277098331725412;109_110:0.005629842303132848;109_118:0.0016551834704156276","109_108:1;109_110:0.005551461733516172;109_118:0.002786577666105433","109_108:68;109_110:68;109_118:68","true"
"110","191.026293788556","236.23227974272342","0.038818359375","0.0771484375","0.00048828125","2600","0.0019673769597422443","0.0019673769597422443","0","0.0019673769597422443","0.0019673769597422443","110_109:0.005629842303132848;110_111:0.005469078582614223","110_109:0.005551461733516172;110_111:0.010239806138496982","110_109:68;110_111:68","true"
"111","181.13699298469635","75.48785386009665","0.005126953125","0.01025390625","0","2600","0.0002084264095653547","0.0002084264095653547","0","0.0002084264095653547","0.0002084264095653547","111_112:0.0014227928156559655;111_110:0.005469078582614223;111_98:0.0016069364846993672","111_112:0.0032042712894601866;111_110:0.010239806138496982;111_98:0.0031970281382845134","111_112:68;111_110:68;111_98:68","true"
"112","160.89733057652256","242.65163487341454","0.008544921875","0.0107421875","0.00634765625","2600","0.00024040572339263492","0.00024040572339263492","0","0.00024040572339263492","0.00024040572339263492","112_111:0.0014227928156559655;112_113:0.002851019120283349","112_111:0.0032042712894601866;112_113:0.001226599079023477","112_111:68;112_113:68","true"
"113","288.4017458582686","354.20238427507724","0.004150390625","0.0078125","0.00048828125","2600","0.00015878578886169907","0.00015878578886169907","0","0.00015878578886169907","0.00015878578886169907","113_119:0.016684630831905967;113_112:0.002851019120283349;113_114:0.004202162594595604","113_119:0.005343046479386937;113_112:0.001226599079023477;113_114:0.007280805406247537","113_119:68;113_112:68;113_114:68","true"
"114","172.38258550581136","19.711607881659543","0.0048828125","0.009765625","0","2600","0.00020869241411454492","0.00020869241411454492","0","0.00020869241411454492","0.00020869241411454492","114_115:0.0028683008197799564;114_113:0.004202162594595604","114_115:0.007597091733294897;114_113:0.007280805406247537","114_115:68;114_113:68","true"
"115","169.489977546908","209.72892689007003","0.005615234375","0.00830078125","0.0029296875","2600","0.0005681440339022709","0.0005681440339022709","0","0.0005681440339022709","0.0005681440339022709","115_99:0.0015598802902705156;115_114:0.0028683008197799564","115_99:0.005469109645970943;115_114:0.007597091733294897","115_99:68;115_114:68","true"
"116","89.59023370692448","44.453486708130384","0.00634765625","0.009765625","0.0029296875","2600","0.00034541403638985776","0.00034541403638985776","0","0.00034541403638985776","0.00034541403638985776","116_101:0.002561056017955532;116_121:0.0014183746206574421","116_101:0.0030359633451117474;116_121:0.0025029030764721905","116_101:68;116_121:68","true"
"117","123.43528487751321","187.41056750744227","0.0068359375","0.013671875","0","2600","0.00014903014151567345","0.00014903014151567345","0","0.00014903014151567345","0.00014903014151567345","117_105:0.0025002382036361237;117_125:0.004755908099402101","117_105:0.004298056518626581;117_125:0.004861409188623045","117_105:68;117_125:68","true"
"118","293.9394900514388","149.02038781154064","0.01171875","0.01513671875","0.00830078125","2600","0.0002042658117030158","0.0002042658117030158","0","0.0002042658117030158","0.0002042658117030158","118_109:0.0016551834704156276;118_129:0.0014499684972023863","118_109:0.002786577666105433;118_129:0.0020454377290929637","118_109:68;118_129:68","true"
"119","203.1520599673719","48.13887356815577","0.01708984375","0.02880859375","0.00537109375","2600","0.0008023855729073201","0.0008023855729073201","0","0.0008023855729073201","0.0008023855729073201","119_113:0.016684630831905967;119_133:0.008125746202086725","119_113:0.005343046479386937;119_133:0.009651214835474403","119_113:68;119_133:68","true"
"120","289.89693604643656","126.20759156146072","0.019287109375","0.0283203125","0.01025390625","2600","0.0001678762419975052","0.0001678762419975052","0","0.0001678762419975052","0.0001678762419975052","120_121:0.0014535959011494348","120_121:0.00151639452365257","120_121:68","true"
"121","124.98684194892456","81.3393081746387","0.00732421875","0.01171875","0.0029296875","2600","0.00024774193544080446","0.00024774193544080446","0","0.00024774193544080446","0.00024774193544080446","121_120:0.0014535959011494348;121_122:0.002535986639435356;121_116:0.0014183746206574421","121_120:0.00151639452365257;121_122:0.0025403643627507078;121_116:0.0025029030764721905","121_120:68;121_122:68;121_116:68","true"
"122","192.78374400841247","241.7438032397489","0.3193359375","0.201171875","0.4375","2600","0.00022539655451817703","0.00022539655451817703","0","0.00022539655451817703","0.00022539655451817703","122_121:0.002535986639435356;122_123:0.016704820906282503","122_121:0.0025403643627507078;122_123:0.004914370050837696","122_121:68;122_123:68","true"
"123","222.02400750948405","97.36532138919004","0.010986328125","0.0107421875","0.01123046875","2600","0.0005445010252832191","0.0005445010252832191","0","0.0005445010252832191","0.0005445010252832191","123_136:0.0016942478202562894;123_124:0.0025243852020006285;123_122:0.016704820906282503","123_136:0.007325877514406942;123_124:0.003424720819706545;123_122:0.004914370050837696","123_136:68;123_124:68;123_122:68","true"
"124","300.3883321627067","195.66341411870565","0.092041015625","0.01025390625","0.173828125","2600","0.00040174687958478313","0.00040174687958478313","0","0.00040174687958478313","0.00040174687958478313","124_123:0.0025243852020006285;124_125:0.002371963227301266","124_123:0.003424720819706545;124_125:0.0032542613781756102","124_123:68;124_125:68","true"
"125","195.20138069987536","198.01952413710288","0.499755859375","0","0.99951171875","2600","1","1","0","1","1","125_117:0.004755908099402101;125_124:0.002371963227301266;125_126:1","125_117:0.004861409188623045;125_124:0.0032542613781756102;125_126:0.01860710238725516","125_117:68;125_124:68;125_126:68","true"
"126","264.8353066245943","299.82051919635757","0.48291015625","0","0.9658203125","2600","1","1","0","1","1","126_127:1;126_125:1","126_127:0.002770164995707647;126_125:0.01860710238725516","126_127:68;126_125:68","true"
"127","327.6143486381716","61.21263797667391","0.198486328125","0.39501953125","0.001953125","2600","0.0008543397996247733","0.0008543397996247733","0","0.0008543397996247733","0.0008543397996247733","127_126:1;127_128:1;127_137:0.13322236843321208","127_126:0.002770164995707647;127_128:0.009445200008414228;127_137:0.07039862652086867","127_126:68;127_128:68;127_137:128","true"
"128","239.0711137587783","416.2477301397491","0.062255859375","0.0478515625","0.07666015625","2600","0.000142736264828737","0.000142736264828737","0","0.000142736264828737","0.000142736264828737","128_127:1;128_129:0.0013486323749175855","128_127:0.009445200008414228;128_129:0.0018663020857130064","128_127:68;128_129:68","true"
"129","333.8659598492631","422.23970905410073","0.006591796875","0.00927734375","0.00390625","2600","0.0001954966256925422","0.0001954966256925422","0","0.0001954966256925422","0.0001954966256925422","129_130:0.0014105853874687435;129_128:0.0013486323749175855;129_118:0.0014499684972023863","129_130:0.0018009297690858572;129_128:0.0018663020857130064;129_118:0.0020454377290929637","129_130:68;129_128:68;129_118:68","true"
"130","90.06111520083849","125.22954985462559","0.1953125","0.32080078125","0.06982421875","2600","0.00016387797181642653","0.00016387797181642653","0","0.00016387797181642653","0.00016387797181642653","130_129:0.0014105853874687435;130_131:0.0011237670170878566","130_129:0.0018009297690858572;130_131:0.0015208236379700146","130_129:68;130_131:68","true"
"131","316.530542192478","357.2600445575124","0.0078125","0.01171875","0.00390625","2600","0.00040726448818248804","0.00040726448818248804","0","0.00040726448818248804","0.00040726448818248804","131_138:0.0017443643022966304;131_130:0.0011237670170878566;131_132:0.0012418968990880186","131_138:0.005479975831668815;131_130:0.0015208236379700146;131_132:0.0029830040663941515","131_138:68;131_130:68;131_132:68","true"
"132","187.2080782406254","140.98757694877628","0.082763671875","0.16552734375","0","2600","0.00015791554875417858","0.00015791554875417858","0","0.00015791554875417858","0.00015791554875417858","132_133:0.0014187546581776456;132_131:0.0012418968990880186","132_133:0.0016068666182854907;132_131:0.0029830040663941515","132_133:68;132_131:68","true"
"133","263.8777807049223","298.70059616606267","0.006591796875","0.0126953125","0.00048828125","2600","0.00015954547826087535","0.00015954547826087535","0","0.00015954547826087535","0.00015954547826087535","133_132:0.0014187546581776456;133_134:0.0026732562425745843;133_119:0.008125746202086725","133_132:0.0016068666182854907;133_134:0.002143001266278949;133_119:0.009651214835474403","133_132:68;133_134:68;133_119:68","true"
"134","296.10401990294525","59.45875016118543","0.015380859375","0.0185546875","0.01220703125","2600","0.00016139860066848562","0.00016139860066848562","0","0.00016139860066848562","0.00016139860066848562","134_133:0.0026732562425745843;134_135:1","134_133:0.002143001266278949;134_135:1","134_133:68;134_135:84","true"
"135","","","0.49609375","0.53662109375","0.45556640625","2600","1","1","0","1","1","135_134:1;135_139:1","135_134:1;135_139:1","135_134:84;135_139:84","true"
"136","184.96760963899715","213.61432455538028","0.0029296875","0.00537109375","0.00048828125","2600","0.00014690824700440826","0.00014690824700440826","0","0.00014690824700440826","0.00014690824700440826","136_123:0.0016942478202562894;136_143:0.0016343907706556637","136_123:0.007325877514406942;136_143:0.0024343170609088804","136_123:68;136_143:68","true"
"137","109.23373952839422","148.26121197074465","0.0205078125","0.0400390625","0.0009765625","2600","0.0001745496070481425","0.0001745496070481425","0","0.0001745496070481425","0.0001745496070481425","137_147:0.004511856648457047;137_127:0.13322236843321208","137_147:0.0024961243081807194;137_127:0.07039862652086867","137_147:68;137_127:128","true"
"138","104.93704365895498","24.245404764494214","0.005126953125","0.009765625","0.00048828125","2600","0.0003321177523183488","0.0003321177523183488","0","0.0003321177523183488","0.0003321177523183488","138_151:0.0023228959114307834;138_131:0.0017443643022966304","138_151:0.001960150934061766;138_131:0.005479975831668815","138_151:68;138_131:68","true"
"139","88.45309107897901","135.89736142154177","0.00537109375","0.0107421875","0","2600","0.0002147621260019156","0.0002147621260019156","0","0.0002147621260019156","0.0002147621260019156","139_155:0.0011823043551019707;139_135:1","139_155:0.004520320912213938;139_135:1","139_155:68;139_135:84","true"
"140","84.79900150416077","46.29199347012203","0.03076171875","0.0595703125","0.001953125","2600","0.0004222029912759632","0.0004222029912759632","0","0.0004222029912759632","0.0004222029912759632","140_141:0.00596865220955814","140_141:0.0044861660337502385","140_141:68","true"
"141","335.45087603293706","437.965446679408","0.01708984375","0.021484375","0.0126953125","2600","0.00022606048746392124","0.00022606048746392124","0","0.00022606048746392124","0.00022606048746392124","141_140:0.00596865220955814;141_142:0.0013813392625730558","141_140:0.0044861660337502385;141_142:0.0025756099164926938","141_140:68;141_142:68","true"
"142","179.2592785861902","225.56602114369034","0.022216796875","0.0166015625","0.02783203125","2600","0.0002337503104783744","0.0002337503104783744","0","0.0002337503104783744","0.0002337503104783744","142_143:0.0011004918116124807;142_141:0.0013813392625730558","142_143:0.0036189189382926368;142_141:0.0025756099164926938","142_143:68;142_141:68","true"
"143","428.69455206282123","80.54948884711357","0.01171875","0.01708984375","0.00634765625","2600","0.00014361641931446512","0.00014361641931446512","0","0.00014361641931446512","0.00014361641931446512","143_142:0.0011004918116124807;143_144:0.0013534582684682772;143_136:0.0016343907706556637","143_142:0.0036189189382926368;143_144:0.0015283613415026098;143_136:0.0024343170609088804","143_142:68;143_144:68;143_136:68","true"
"144","206.41833538196047","295.06720389182925","0.033935546875","0.06396484375","0.00390625","2600","0.0002925568014474873","0.0002925568014474873","0","0.0002925568014474873","0.0002925568014474873","144_145:0.010207012848827024;144_143:0.0013534582684682772","144_145:0.0027005438221405498;144_143:0.0015283613415026098","144_145:68;144_143:68","true"
"145","247.24238667385282","165.34706424028377","0.076171875","0.14990234375","0.00244140625","2600","0.0001814517367129554","0.0001814517367129554","0","0.0001814517367129554","0.0001814517367129554","145_144:0.010207012848827024;145_146:0.0037130559331588486","145_144:0.0027005438221405498;145_146:0.0028999309928138817","145_144:68;145_146:68","true"
"146","162.57129650207781","154.38937026844104","0.040771484375","0.07763671875","0.00390625","2600","0.000128002211036402","0.000128002211036402","0","0.000128002211036402","0.000128002211036402","146_145:0.0037130559331588486;146_147:0.14637358855691046","146_145:0.0028999309928138817;146_147:0.0034410687652715044","146_145:68;146_147:68","true"
"147","269.25235137261143","168.1366383004983","0.004638671875","0.0087890625","0.00048828125","2600","0.00015736975133491567","0.00015736975133491567","0","0.00015736975133491567","0.00015736975133491567","147_148:0.0020463470124787164;147_137:0.004511856648457047;147_146:0.14637358855691046","147_148:0.002262054020005344;147_137:0.0024961243081807194;147_146:0.0034410687652715044","147_148:68;147_137:68;147_146:68","true"
"148","146.0774000732458","180.568575936987","0.059326171875","0.041015625","0.07763671875","2600","0.00017184123120677505","0.00017184123120677505","0","0.00017184123120677505","0.00017184123120677505","148_147:0.0020463470124787164;148_149:0.0025424069351067946","148_147:0.002262054020005344;148_149:0.0012887435142823755","148_147:68;148_149:68","true"
"149","191.27338818934237","186.9601293681337","0.005859375","0.009765625","0.001953125","2600","0.0001431061602116255","0.0001431061602116255","0","0.0001431061602116255","0.0001431061602116255","149_150:0.003214736601493906;149_148:0.0025424069351067946","149_150:0.002622928133004021;149_148:0.0012887435142823755","149_150:68;149_148:68","true"
"150","239.94638357125854","255.12457187443655","0.029541015625","0.044921875","0.01416015625","2600","0.0004087824818026566","0.0004087824818026566","0","0.0004087824818026566","0.0004087824818026566","150_149:0.003214736601493906;150_151:0.0025628671793872793","150_149:0.002622928133004021;150_151:0.003309703459324187","150_149:68;150_151:68","true"
"151","198.15761508148083","262.06158341597177","0.004150390625","0.0078125","0.00048828125","2600","0.00013392461154949025","0.00013392461154949025","0","0.00013392461154949025","0.00013392461154949025","151_138:0.0023228959114307834;151_152:0.003578793609413794;151_150:0.0025628671793872793","151_138:0.001960150934061766;151_152:0.0027268158579354107;151_150:0.003309703459324187","151_138:68;151_152:68;151_150:68","true"
"152","282.25134822520687","74.32022784641462","0.01806640625","0.01953125","0.0166015625","2600","0.00015482720075596802","0.00015482720075596802","0","0.00015482720075596802","0.00015482720075596802","152_151:0.003578793609413794;152_153:0.0011734343419122772","152_151:0.0027268158579354107;152_153:0.0023353036010427264","152_151:68;152_153:68","true"
"153","254.32827957615146","221.57999215185723","0.005615234375","0.0107421875","0.00048828125","2600","0.0002221102174373146","0.0002221102174373146","0","0.0002221102174373146","0.0002221102174373146","153_152:0.0011734343419122772;153_154:0.0022656640075678636","153_152:0.0023353036010427264;153_154:0.002598227458942781","153_152:68;153_154:68","true"
"154","258.6855098678991","299.281692864214","0.00341796875","0.005859375","0.0009765625","2600","0.0001701348773475566","0.0001701348773475566","0","0.0001701348773475566","0.0001701348773475566","154_153:0.0022656640075678636;154_155:0.002190464963413713","154_153:0.002598227458942781;154_155:0.002891074147691214","154_153:68;154_155:68","true"
"155","265.1090917827022","338.07607192196565","0.08740234375","0.072265625","0.1025390625","2600","0.00021717482884982278","0.00021717482884982278","0","0.00021717482884982278","0.00021717482884982278","155_139:0.0011823043551019707;155_154:0.002190464963413713","155_139:0.004520320912213938;155_154:0.002891074147691214","155_139:68;155_154:68","true"
